source,hyp,id,score
kanceláře,kancelarje,3171,-6.23451
kanceláři,kancelari,3172,-6.73426
kandidátech,kandźidatach,3176,-6.29001
kanibalové,kanibalowy,3177,-6.22886
kapse,kapse,3183,-6.1597
kariéru,karieru,3185,-6.66461
katastrofu,katastrofu,3192,-6.31337
kategorii,kategorini,3193,-6.77612
kategoriích,kategorinich,3194,-6.26681
kdekoliv,kdźekoliw,3209,-6.23787
kdykoliv,hdykoliw,3214,-6.87504
kdysi,hdysi,3215,-6.4326
kempy,kempy,3218,-6.35653
kilometrů,kilometro,3221,-6.34257
klasické,kłasiskeje,3223,-6.45387
klimatizaci,klimatizaci,3229,-6.28537
klávesnicí,klawjesnica,3234,-6.49334
kodifikaci,kodźifikaci,3251,-6.50591
kodifikované,kodźifikowanje,3252,-6.69855
koktejl,koktejel,3258,-6.26884
komentářů,komjentarja,3282,-6.52915
kompatibilita,kompatibilita,3286,-6.62005
koncepcí,koncepci,3300,-6.56248
konference,konferjenca,3306,-6.20689
konflikt,konflikt,3307,-6.78933
konsensu,konsansu,3323,-6.93341
konstrukce,konstrukcija,3325,-6.09506
kontrolorům,kontrolorom,3338,-6.32545
konzistenci,konzistanci,3344,-6.30772
konzumaci,konzumaci,3346,-6.09338
královské,kralowskeje,3416,-6.0667
království,kralowosće,3417,-6.04141
krátkém,kratkem,3427,-6.08374
kuželozobými,kuželozobymi,3459,-6.48317
kyanurová,kowanurowa,3466,-6.57179
kyseliny,kyseliny,3469,-6.61189
kyselá,kysela,3470,-6.53875
kyvadlové,kiwadłowy,3472,-6.87006
křičely,křičoły,3481,-6.20448
lebky,lebki,3498,-6.99991
ledovcem,ledowcom,3503,-6.57748
letenky,lećeny,3525,-6.2291
licencí,licijanci,3541,-6.11814
lidskou,lidisku,3547,-6.57744
lovců,lowco,3576,-6.13106
loveckého,lowjeskeho,3577,-6.46474
lyžiny,łyžiny,3597,-6.31958
lyžování,łyžowanje,3598,-6.24864
lyžováním,łyžowanim,3599,-6.65775
léků,loko,3611,-6.09895
léčba,lóčba,3619,-6.19796
manažeři,mankažeri,3643,-6.36473
meteorologickým,mjećeorologiskim,3686,-6.07857
mezilidské,mjezilidiskej,3696,-6.19116
mluvčího,mluwčeho,3745,-6.65185
mláďaty,mlódźaty,3747,-6.14184
mnohostranné,mnohostranne,3758,-6.23734
momentálně,momjentalnje,3785,-6.91851
moučníky,mučniki,3800,-6.2181
muzeí,muzeje,3834,-6.1269
mužském,mužskem,3839,-6.00598
mířící,mjerica,3886,-6.94811
nabytí,nabyći,3922,-6.13369
nabídnou,nabjedno,3924,-6.06738
nabízené,nabizene,3928,-6.75136
nabízí,nabizi,3929,-6.39669
nacházejí,nachazaji,3930,-6.03128
nacházejících,nachazajicich,3931,-6.93378
nadmořským,nadmorskim,3940,-6.86528
nadzemní,nadzemni,3941,-6.41509
nadřízených,nadrězenych,3945,-6.85506
naplněn,naplnjen,3976,-6.03415
narůstající,naróstajica,3997,-6.57267
navštívíte,nawišćiwiće,4011,-6.99382
navštěvovali,nawšćewowali,4013,-6.48919
navštěvujete,nawšćewujeće,4014,-6.94514
naznačovaly,naznačowały,4017,-6.94402
naznačuje,naznašuje,4018,-6.00399
nazývají,nazywaja,4021,-6.18294
nazývané,nazywanje,4024,-6.32986
nazýváme,nazywamje,4027,-6.14678
nebezpečí,njebjezpječi,4043,-6.47763
nechvalně,njachwalnje,4058,-6.35397
nedodržení,njedodrženje,4062,-6.20951
nedokončila,njedokončila,4063,-6.19696
nedosáhly,njedosahły,4070,-6.01688
negativně,nagatiwne,4082,-6.45629
nejdelší,nejdźelši,4096,-6.73534
nejhorší,nejehorši,4101,-6.80586
nejlepší,nejlěpši,4105,-6.69811
nejlepším,nejlěpšim,4108,-6.33704
nejlépe,nejelepje,4110,-6.80991
nekonečnému,njekončnjemu,4136,-6.23063
nelidskými,njelidiskimi,4141,-6.40999
nemocniční,njemocnični,4148,-6.80101
neomezované,njeomjezowanje,4171,-6.46492
nepopulárních,njepopularnich,4178,-6.54447
nepřístupností,njepřistupnosći,4194,-6.84692
neromskou,njeromisku,4200,-6.07469
nestabilní,njestabilnje,4211,-6.56922
netýkají,njetykaja,4213,-6.84484
neuvedl,njeuwjedl,4220,-6.85525
neuváženost,njeuwaženosć,4221,-6.7974
nevycházeli,njewychazeli,4226,-6.52483
nevypadal,njewypadal,4229,-6.63364
nevěřícími,njewěrěcimi,4236,-6.87702
nezahřála,njezahrala,4238,-6.7216
nezměnila,njezměniła,4244,-6.45441
nezákonného,njezakonneho,4248,-6.72919
nezávazného,njezawazneho,4250,-6.57613
nežidé,nježide,4265,-6.78233
nicméně,nicimenje,4270,-6.29431
normalizace,normalizace,4294,-6.71082
normálních,normalnich,4297,-6.86121
normálního,normaleho,4298,-6.34733
nouzové,nozowy,4305,-6.80648
novějšího,nowěšeho,4319,-6.63872
náboženství,naboženosće,4331,-6.31635
nádraží,nadróži,4338,-6.31475
nádvoří,nadworje,4340,-6.79191
námořnictvo,namornistwo,4355,-6.09127
nápisů,napiso,4360,-6.05002
náročnou,naročnu,4372,-6.76446
náročné,naročne,4373,-6.30974
násilné,našilnje,4377,-6.32617
nástrojů,nastrojo,4389,-6.05862
návyky,nawyki,4393,-6.45646
návštěva,nawšćewa,4394,-6.71672
názvů,nazwo,4406,-6.73999
nějakém,nijakem,4417,-6.16993
někde,njekdźe,4419,-6.00603
několikrát,njekolikrat,4424,-6.09461
někteří,njekotři,4432,-6.37295
německé,njemjeskej,4434,-6.70535
německým,njemjeskim,4437,-6.78551
obdržel,wobdržel,4455,-6.31795
obdrželi,wobdrželi,4456,-6.23952
obdrželo,wobdrželo,4457,-6.90152
obecný,wobacny,4462,-6.69535
obeznámenosti,wobjeznamjenosći,4464,-6.67698
obklopil,wobkłopił,4478,-6.79156
oblečení,woblečenje,4485,-6.51972
oblékání,woblekanje,4489,-6.06999
oblíbené,woblěbjene,4492,-6.30564
obyvatel,wobiwaćel,4527,-6.65727
obyvatele,wobiwaćele,4528,-6.68059
obyvateli,wobiwaćeli,4529,-6.57884
občanovi,wobranowi,4539,-6.16278
občané,wobranje,4541,-6.13639
občanů,wobrano,4542,-6.82718
obžaloba,wobžaloba,4551,-6.68407
ocelot,wocelot,4554,-6.60972
oceloti,woceloti,4555,-6.96068
ochutnat,choutnat,4567,-6.99554
oddanosti,wodźdźanosći,4572,-6.60561
oddělení,wodźdźelenje,4574,-6.61918
oddělí,wodźdźela,4576,-6.37127
odehrávají,wodźehrawaja,4582,-6.10501
odehrávaly,wodźehrawały,4584,-6.72021
odezvu,wodźezwu,4587,-6.19035
odhaduje,wodhaduje,4588,-6.2526
odlehlých,wodlehłych,4596,-6.26028
odmítlo,wodźmětło,4607,-6.8058
odmítání,wodźmitanje,4609,-6.88779
odpadní,wodźpadnje,4616,-6.25312
odvezeno,wodwjezeno,4633,-6.92617
odvodu,wodwodu,4634,-6.26837
ohýbat,wohybat,4657,-6.52634
opotřebení,opotrjebjenje,4711,-6.24802
opustíte,opustiće,4722,-6.62425
opuštěny,opušćiny,4723,-6.43285
opuštěním,opušćinim,4724,-6.77548
opětovným,opětownym,4726,-6.41631
orangutanech,orangutanjach,4727,-6.19083
organický,organiski,4730,-6.70725
organizovaných,organizowanych,4733,-6.95554
orgán,organ,4734,-6.00861
orgány,organy,4735,-6.13329
osmdesát,wosmjedźesat,4751,-6.54648
osmdesátých,wosmjedźesatych,4752,-6.8163
ostrovů,wostrowo,4771,-6.20133
osvobozen,wosowobozon,4778,-6.56997
osvobozené,wosowobozene,4779,-6.8223
osvobození,wosowobozenje,4780,-6.82667
osídlená,wosydlena,4786,-6.8325
oteplováním,wotepłowanim,4789,-6.92354
otevřen,wotewrjeń,4790,-6.90524
otevřeny,wotewrjeny,4792,-6.30762
otázce,wotazica,4797,-6.25529
otázek,wotazyk,4798,-6.28537
otázky,wotazy,4799,-6.78378
otřese,wotresa,4800,-6.2207
ovlivněného,wowliwnjeneho,4807,-6.54474
ovlivněných,wowliwnjenych,4808,-6.06917
ovlivňují,wowliwuje,4810,-6.52249
ovládání,wowladanje,4812,-6.52927
ověřilo,wowěriło,4814,-6.07242
ověří,wowěrje,4816,-6.20536
ozdobení,wozdobjenje,4819,-6.0773
označeny,woznačeny,4820,-6.02878
označilo,woznašilo,4824,-6.34545
označováno,woznačowano,4825,-6.20745
označuje,woznašuje,4826,-6.21455
očekávalo,wočkawało,4832,-6.18687
ořechy,orěchi,4836,-6.29127
ošetřit,wošetřić,4839,-6.82596
ošidně,wošidnje,4840,-6.45845
paleontologů,paleontologo,4854,-6.17702
parlamentních,parlamjentnich,4878,-6.11598
pastevectví,pastewjestwo,4885,-6.63009
patnáctý,patnasty,4890,-6.57583
plynné,płynne,4955,-6.64094
plátků,plato,4963,-6.31822
pobřežní,pobrěžni,4974,-6.13692
pobřežím,pobrožim,4978,-6.27461
podezřelých,podźezrjelich,4995,-6.69782
podmínek,podźminak,4998,-6.10979
podpatkem,podźpatem,5020,-6.91516
podráždění,podróždźenje,5030,-6.53143
podstatnou,podźstatny,5033,-6.00423
podstupují,podźstupja,5039,-6.97066
podvozku,podwozu,5041,-6.12045
podřízen,podrězon,5051,-6.73006
pohutukawa,pohutukawa,5063,-6.36688
pohybu,pohybu,5067,-6.17762
pohřbila,pohrbiła,5072,-6.50628
pokoušelo,pokušelo,5087,-6.2123
pokračují,pokračuje,5091,-6.34733
poletujícím,poletujicim,5111,-6.58283
pomůckou,pomocku,5150,-6.5102
poplatků,poplato,5162,-6.04091
portréty,portrety,5181,-6.14935
poskytnout,poskitnyć,5187,-6.31526
poskytují,poskituje,5194,-6.03843
potenciálu,potencialu,5230,-6.63522
potvrzen,potwrozon,5239,-6.74839
potvrzeno,potwrozeno,5240,-6.35559
pouhé,pouhim,5262,-6.15516
pouštnímu,pošćemu,5265,-6.69917
použití,požiti,5268,-6.66211
použitím,požitim,5269,-6.08732
používal,požiwal,5272,-6.90862
používali,požiwali,5273,-6.0564
používaným,požiwanym,5276,-6.36881
používat,požiwat,5277,-6.20847
používá,požiwa,5278,-6.12271
používán,požiwanje,5279,-6.28893
používáno,požiwano,5281,-6.68155
používány,požiwany,5282,-6.61467
používání,požiwanje,5283,-6.93883
povětšinou,powětšinu,5302,-6.29696
pozdějších,pozdźěšich,5307,-6.40463
počítače,počitače,5336,-6.52768
počítačových,počitačowych,5341,-6.52628
pracujících,pracujicich,5376,-6.72918
pravděpodobnost,prawdźěpodobnosć,5388,-6.12806
praxí,praxi,5401,-6.25422
premiérem,premierjem,5406,-6.63824
prezentaci,prozentaci,5408,-6.73635
prezidentskou,prezidźentisku,5411,-6.09115
problematiky,problematiki,5427,-6.92984
problémů,problomo,5431,-6.26869
problémům,problomom,5432,-6.20709
pronikavější,pronikawěši,5497,-6.02387
proplouvající,propluwajica,5501,-6.86387
protější,protěši,5541,-6.52621
provozující,prowozujica,5553,-6.67125
pustošení,pustošenje,5613,-6.66673
pyramid,piramid,5615,-6.28882
pyramidy,piramidy,5618,-6.49826
přecházet,přechazet,5664,-6.05194
předpokládalo,předpokładało,5695,-6.15256
předsedou,předsedu,5698,-6.70639
předstíráním,předestaranim,5711,-6.15127
přeháňky,přehańki,5720,-6.62216
překvapivě,překwapiwje,5730,-6.4648
přelidnění,přelidnjenje,5734,-6.21598
přemýšlet,přemyšlet,5735,-6.97544
přepracují,přepracija,5746,-6.08274
přesnější,přesněši,5761,-6.48558
přesvědčeno,přeswědčeno,5775,-6.60423
převládaly,přewjeladały,5781,-6.19402
