source,hyp,id,score
identifikováno,idźentifikowano,2905,-8.08322
identifikovány,idźentifikowany,2906,-8.01634
individuálních,indźiwidualnich,2920,-8.15895
infekcí,infekci,2923,-8.43479
infračervené,infračerwjene,2930,-8.28336
intenzity,intenzity,2946,-8.0312
interpretace,interpratace,2952,-8.41529
interpretaci,interprataci,2953,-8.52536
jaguáři,jaguari,2973,-8.24353
klasifikovány,kłasifikowany,3224,-8.96086
knoflíky,knofliki,3246,-8.30477
komplexní,komplexnje,3289,-8.39044
konzervativci,konzerwatiwci,3343,-8.25395
kyanurové,kowanurowy,3467,-8.30572
křesťanské,kresćanskeje,3477,-8.11329
leteckou,lećeske,3523,-8.41792
luxusu,luxusu,3583,-8.51704
lyžařský,łyžarski,3592,-8.29863
lyžařů,łyžarja,3594,-8.65786
mikroklimatu,mikroklimatu,3705,-8.19709
mikrosekund,mikrosokundź,3707,-8.16814
motocyklové,motocyklowy,3798,-8.12377
místopředsedou,městopředsedu,3878,-8.9512
navazujících,nawazujicich,4002,-8.14633
neexistoval,nejexistowal,4077,-8.5889
nejbližšímu,nejbližšimu,4092,-8.9662
nejběžnějších,nejběžněšich,4093,-8.24935
nejběžnějším,nejběžněšim,4094,-8.67582
nejnižší,nejnižši,4113,-8.01748
nejširší,nejširši,4135,-8.58676
neobydlenou,njeobydleno,4169,-8.58559
nepotvrzeny,njepotwrozeny,4180,-8.47678
nesnesitelný,njesnjesićelny,4207,-8.12923
nespolupracovaly,njespolupracowały,4210,-8.04255
neuvědomují,njeuwědomuje,4222,-8.48932
nezbytnou,njezbitny,4239,-8.34717
nezletilým,njezlatiłym,4243,-8.55465
neúspěchu,njeuspěchu,4257,-8.92933
neústupné,njeustupne,4259,-8.87627
neútočení,njewutočenje,4260,-8.60325
novoorleanský,nowoorlejanski,4309,-8.68602
nukleární,nukłarne,4324,-8.1832
náboženstvím,naboženstwim,4332,-8.05623
nábřeží,nabroži,4333,-8.15106
následující,nasledujica,4387,-8.25544
obezřetní,wobjezřeće,4465,-8.82209
obtížné,wobtižne,4517,-8.07712
obyvatelstvu,wobiwaćelstwu,4530,-8.76429
obývající,wobiwajica,4537,-8.04026
obžaloby,wobžaloby,4552,-8.015
oceánu,woceanu,4559,-8.07658
oddílů,wodźdźila,4573,-8.41962
odkloněno,wodklonjeno,4594,-8.10105
odpalovači,wodźpalowači,4618,-8.10978
odpovídají,wodźpowidaja,4620,-8.65313
odpovídaly,wodźpowidały,4621,-8.97906
odstraňuje,wodźstranjuje,4629,-8.16789
odstrkávali,wodźstrkawali,4630,-8.33119
odsunuta,wodźsunuta,4631,-8.29082
odříznutý,wodrěznuty,4640,-8.99475
oficiálním,woficialnim,4643,-8.36055
ohromující,wohromujica,4652,-8.59236
omezenou,womozeno,4689,-8.1721
opouštět,opošćić,4713,-8.5582
organickou,organiske,4729,-8.1249
organizace,organizace,4731,-8.17874
orgánům,organjam,4736,-8.07372
otevřenou,wotewrjeno,4791,-8.13875
ověřitelné,wowěritelnje,4815,-8.45852
oxidu,woxidu,4818,-8.74612
pečující,pječowacej,4915,-8.03159
pit-stopu,pit-stopu,4920,-8.626
pokračující,pokračowacej,5092,-8.55392
poskytnutím,poskitnutim,5189,-8.0417
potencionálně,potencionalnje,5227,-8.81551
povzbuzoval,powzbuzowal,5298,-8.30391
povzbuzuje,powzbuzuje,5299,-8.12882
profesionální,profesionalnje,5466,-8.85112
purifikace,prifikace,5611,-8.35458
pyramidového,piramidoweho,5617,-8.00467
přitěžujícími,přićežujicimi,5852,-8.76378
rekonstrukci,rekonstrukci,5982,-8.51875
rozsáhlé,rozsahlej,6080,-8.03337
roztroušené,roztrojene,6083,-8.37803
rozšířily,rozširiły,6099,-8.52022
scénáristů,scenaristo,6205,-8.48635
scénář,scenar,6206,-8.04966
sedmičkové,sedemičkowy,6221,-8.30915
silnější,silněši,6290,-8.97021
silnějším,silněšim,6291,-8.60914
singapurským,singapurskim,6295,-8.28812
smysluplné,smysłuplnje,6414,-8.08062
smýšlející,smyšlejica,6418,-8.98213
směřující,směrujica,6428,-8.84467
softwaru,softwaru,6473,-8.06903
sousedů,susydo,6495,-8.30179
specifikace,specifikace,6524,-8.42849
spolupracovníci,spolupracownici,6555,-8.01678
sportovců,sportowco,6565,-8.37696
stereotypy,stereotypy,6655,-8.90162
technology,technology,6865,-8.05964
tie-breaku,će-breaku,6930,-8.48288
toxické,toxiskeje,6976,-8.20052
tuberkulózu,tubjerkulozu,7025,-8.84426
třešňových,třešnjowych,7121,-8.83785
uctění,wucćina,7138,-8.43465
udržujte,udržujće,7147,-8.26585
udržují,udržuje,7148,-8.63353
umisťovány,misćowany,7179,-8.66476
umožňovaly,móžnowały,7186,-8.4715
univerzální,uniwerzalnje,7208,-8.35475
upřesnění,upresněni,7214,-8.94623
usazeniny,usazeniny,7234,-8.19001
uschnout,uschnyć,7235,-8.09015
uskladněn,uskładněn,7237,-8.26035
usnadnění,usnadnjenje,7241,-8.68451
usnutí,usnuti,7243,-8.77622
uspokojení,uspokojenje,7245,-8.341
uspokojit,uspokojić,7246,-8.21995
utrpěl,uterpel,7256,-8.51425
uvádějí,uwadźěja,7274,-8.06559
uvézt,swězć,7277,-8.55597
učební,čebnje,7288,-8.19385
vertikálně,wjeritikalnje,7362,-8.42007
videozáznamů,widźeozaznamo,7384,-8.68668
virtuálních,wirtualnich,7393,-8.82126
virtuálního,wirtualeho,7394,-8.30738
vstupenky,stupjeny,7517,-8.02568
vstřícném,střicinym,7520,-8.97013
vyhýbaly,wyhybali,7563,-8.45505
vyhýbejte,wyhybajće,7565,-8.37483
vykládkou,wykładku,7569,-8.33913
vykreslovací,wykresłowaci,7574,-8.18122
vypnutí,wipnuti,7594,-8.76968
vyprošťovaly,wyprošćowały,7597,-8.73227
vyrábějí,wyraběja,7603,-8.83042
vytvářejí,witwareje,7638,-8.51458
vytáhnout,witahnyć,7642,-8.33884
využívají,wyužiwaja,7646,-8.80207
využíváno,wyužiwano,7652,-8.40784
využíváte,wyužiwaće,7653,-8.59341
vyvinuly,wiwinuły,7655,-8.31728
vyústilo,wyustiło,7665,-8.91676
vyústí,wyusta,7666,-8.7248
vyřešitelné,wyrješićelnje,7671,-8.86813
vzteklinou,wzćeklinu,7716,-8.98084
vítězství,witizosće,7754,-8.20183
výběrů,wyběrjo,7764,-8.07309
výrobků,wjerobko,7805,-8.18157
výzkumnou,wizumnu,7824,-8.06259
výzkumníci,wizumnici,7825,-8.33921
zabezpečení,zabjezpječenje,7914,-8.74305
zabývající,zabiwajica,7921,-8.65616
zabývajících,zabiwajicich,7922,-8.22104
zajímavějším,zajimawěšim,7965,-8.30776
zastřešujícím,zastřešujicim,8037,-8.48585
začátkem,začatkem,8073,-8.02557
zařízenou,zarězeno,8079,-8.65308
zbytkem,zbitkem,8095,-8.05454
zbývající,zbiwajica,8097,-8.0508
zdůrazňuje,zdorazuje,8124,-8.34157
zkontrolujte,zontrolujće,8174,-8.40318
zmírňování,zemjernjowanje,8196,-8.46065
zneužití,zneužiti,8222,-8.49039
zneužívání,zneužiwanje,8224,-8.76711
znásilnily,znašilniły,8247,-8.48324
zobrazující,zobrazujica,8251,-8.20429
zvláštních,zwlatnich,8320,-8.59131
zvlášť,zwlašć,8322,-8.40674
úmyslem,wumyslem,8475,-8.03438
úmyslnému,wumyslnjemu,8476,-8.93571
úseků,wuska,8487,-8.2191
úspěchu,wuspěchu,8492,-8.26173
úspěchů,wuspěcho,8493,-8.82918
úřadů,wurado,8528,-8.21815
čtenářů,čćenarja,8604,-8.49004
čtvrtém,čtwjerćem,8610,-8.43759
čtyřicet,čtyrjicat,8616,-8.82582
řetězec,rjećezac,8668,-8.43083
Španělé,Spanjelej,8702,-8.05096
Štěpná,Sćepna,8705,-8.0123
Švédsko,Swědkska,8707,-8.15424
Švédsku,Swojedskej,8709,-8.51976
Švédské,Swojedskeje,8710,-8.31388
Šťáva,Sćawa,8712,-8.68005
šampionátu,šampionatu,8713,-8.97586
šerifským,šerifskim,8718,-8.87176
švédských,swědskich,8760,-8.3123
šťávy,šćawy,8766,-8.06598
životaschopná,žiwotaschopna,8814,-8.46279
