source,hyp,id,score
Ležel,Lěžel,809,-5.56856
Lidová,Lidowa,811,-5.81104
Long,Long,819,-5.93572
Luis,Luis,825,-5.4291
Luně,Lunje,827,-5.16298
Lvi,Lwi,828,-5.86629
Lze,Lze,834,-5.91222
Láva,Lawa,835,-5.50625
MP,MP,842,-5.96822
Madagaskar,Madagakskar,846,-5.64086
Maslowova,Maslowowa,863,-5.64605
Maďarska,Madźarska,868,-5.27599
Mendoza,Mandoza,875,-5.97626
Mezi,Mezi,880,-5.24251
Michael,Michael,882,-5.46082
Mike,Mika,886,-5.27326
Mléčná,Mlóčna,899,-5.3951
Moderní,Modźerne,903,-5.17405
Moldavska,Mołdawiska,909,-5.33479
Moldávie,Mołdawija,912,-5.82951
Moll,Mol,913,-5.4035
Muskoka,Muskoka,922,-5.43614
Můžeme,Móžemje,938,-5.13562
Nakonec,Nakonc,951,-5.78507
Nakupování,Nakupowanje,952,-5.45761
Napříč,Naprěč,954,-5.23651
Nassara,Nassara,955,-5.56924
National,Nationa,956,-5.3154
Nations,Nations,957,-5.89454
Naturalisté,Naturaliste,958,-5.60567
Naštěstí,Našćěsta,960,-5.06984
Nebylo,Njebiło,964,-5.05443
Nehledě,Njehledźe,967,-5.81224
Nejsou,Njesu,974,-5.82288
Nejstarší,Njestarši,975,-5.83816
Nemocnici,Njemocnici,979,-5.67699
Nepálu,Njepalu,983,-5.17628
Neviditelný,Njewidźićelny,987,-5.31211
New,Njew,991,-5.03222
Niue,Niuje,1002,-5.34592
Noor,Noor,1007,-5.22932
Normana,Normana,1008,-5.40857
Nové,Nowy,1016,-5.29856
Novém,Nowym,1017,-5.15944
Nyní,Nyna,1022,-5.93141
Náčelník,Našelnik,1026,-5.98262
Některá,Njektera,1030,-5.60831
Německa,Njemjeska,1036,-5.38976
Obavy,Obawy,1043,-5.54749
Oblast,Oblast,1047,-5.29098
Občas,Občas,1056,-5.35384
Odjeli,Wodźjeli,1061,-5.97507
Ohledně,Wohlednje,1067,-5.92904
Ontario,Wontario,1077,-5.72874
Opilost,Wopilosć,1079,-5.43726
Oproti,Woproći,1080,-5.22462
Ostrov,Wostrow,1086,-5.1459
Ovšem,Wowšem,1092,-5.6617
PC,PC,1097,-5.96371
Pageta,Pageta,1102,-5.17998
Pamatujte,Pamatujće,1107,-5.79262
Patří,Patri,1116,-5.0222
Perry,Perjery,1126,-5.83171
Pitná,Pitna,1134,-5.05215
Plitvická,Plitwiska,1140,-5.69743
Pohamba,Pohamba,1150,-5.38228
Point,Point,1152,-5.91372
Populace,Populace,1162,-5.06798
Postupně,Postupnje,1169,-5.62214
Pražce,Pražće,1187,-5.91533
Profesorka,Profesorka,1193,-5.12211
Prohlídky,Prohlědki,1195,-5.28764
Prvky,Prwki,1208,-5.87107
Prycem,Prycom,1212,-5.26304
Průzkum,Prozum,1215,-5.26782
Pákistánu,Pakistanu,1219,-5.33771
Pěstounská,Pěstuniska,1221,-5.44808
Předseda,Předseda,1225,-5.73691
Představte,Předestawto,1227,-5.57828
Přinesl,Přinjesl,1235,-5.34176
Příběh,Přeběh,1238,-5.4737
Reagan,Reagan,1253,-5.65754
Revolution,Rewolution,1256,-5.35337
Richard,Richard,1258,-5.97742
Rick,Risk,1259,-5.50256
River,Riwer,1261,-5.06935
Rolando,Rolando,1267,-5.02197
Rudé,Rudźe,1279,-5.62053
Rwandy,Rwandy,1284,-5.72459
Rychlosti,Rychlosći,1286,-5.7124
Rýnu,Rynu,1287,-5.91394
Sacks,Saksks,1294,-5.74026
Samoi,Samoi,1302,-5.2865
Santoruma,Santoruma,1311,-5.25191
Satelitní,Saćelitarne,1315,-5.98486
Sbírá,Sbira,1318,-5.66402
School,Schowoł,1323,-5.88007
Science,Scijanca,1326,-5.23144
Sdílená,Sdźelena,1328,-5.77155
Sedm,Sedem,1330,-5.14103
Sengem,Sangem,1332,-5.66797
Senátu,Senatu,1334,-5.97585
Seork,Seork,1335,-5.29837
Sepulveda,Sepulawjeda,1336,-5.48222
Seventy,Sewjenty,1338,-5.08266
Singh,Sing,1362,-5.98489
Slavní,Slawne,1369,-5.33036
Slovinsku,Slowinskej,1371,-5.60271
Smečku,Semječku,1375,-5.61629
Smyrna,Smyrna,1376,-5.60553
Snahy,Snahi,1377,-5.80715
Současná,Sučasna,1383,-5.75235
Spojených,Swojenych,1389,-5.20467
Spojenými,Swojenymi,1390,-5.50576
Standard,Standard,1396,-5.54161
Starmer,Starmor,1399,-5.43025
Stars,Stars,1403,-5.40499
Staré,Stary,1404,-5.40745
Steven,Sćewjeń,1409,-5.83376
Stoneová,Stoneowa,1411,-5.71558
Strategie,Strategija,1413,-5.57303
Studenti,Studźenti,1416,-5.67583
Státy,Staty,1420,-5.34008
Středobodem,Serjedobodźem,1423,-5.52413
Střety,Střety,1427,-5.88629
Svatyni,Swaćini,1432,-5.21344
Sveriges,Sweriges,1433,-5.96656
Systém,System,1439,-5.03569
Sámové,Samowy,1440,-5.21781
Sámů,Samo,1442,-5.32245
TT,TT,1450,-5.41789
Taiwan,Taiwan,1451,-5.6731
Takové,Takowy,1456,-5.08058
Tichém,Tichem,1485,-5.82845
Tonze,Tonze,1495,-5.61375
Tupua,Tupa,1506,-5.70567
Turecka,Tureska,1507,-5.06956
Turismus,Turismus,1509,-5.39152
Tygr,Tygr,1516,-5.44932
Téměř,Teměrjo,1520,-5.63416
Vatikán,Watikan,1553,-5.6152
Večer,Wečer,1567,-5.51629
Vichy,Wichi,1572,-5.07063
Villa,Wila,1575,-5.66797
Vládli,Wladli,1582,-5.1262
Vodíkové,Wodźikowy,1587,-5.74598
Vyrobil,Wyrobił,1598,-5.46176
Východoindická,Wychodoindiska,1609,-5.91334
Většina,Wětšina,1619,-5.55917
Všech,Wšech,1623,-5.72585
Všichni,Wšichni,1626,-5.56921
Zadrželi,Cadrželi,1658,-5.69143
Zagros,Zagros,1659,-5.44123
Zavedla,Zawjedla,1667,-5.09714
Zhruba,Chruba,1673,-5.65627
Zimy,Zimy,1676,-5.44064
Zlatý,Zlaty,1682,-5.36041
Zpráva,Zprawa,1686,-5.24697
Západ,Zapad,1691,-5.2419
Západu,Zapadu,1692,-5.97351
Zásady,Zasady,1694,-5.70616
adaptovaný,adaptowany,1710,-5.88904
adopce,adopca,1713,-5.37294
adresu,adresu,1714,-5.19693
africky,afriski,1716,-5.75263
africké,afriskeje,1717,-5.4009
afrického,afriskejeho,1718,-5.08993
agentury,agentury,1721,-5.30373
album,album,1740,-5.32304
americkou,amjeriske,1750,-5.84523
americké,amjeriskeje,1752,-5.38447
amerického,amjeriskejeho,1753,-5.0735
americkými,amjeriskimi,1755,-5.46647
arktické,arktiskeje,1779,-5.38847
arogantních,arogantnich,1782,-5.53844
asfaltu,asfaltu,1786,-5.17773
aspekty,aspekty,1791,-5.00265
aspektům,aspektom,1792,-5.55164
atlety,atlaty,1796,-5.06683
atmosferických,atomosferiskich,1797,-5.97409
atmosféra,atomosfera,1798,-5.00654
atmosféru,atomosferu,1800,-5.93975
aurory,awrory,1805,-5.3491
australská,australska,1806,-5.48786
autech,awtach,1809,-5.99764
autobus,awtobus,1810,-5.69209
automatický,awtomatiski,1814,-5.47598
averzí,awersi,1823,-5.92273
bakteriím,bakterinim,1830,-5.593
bankovky,bankowki,1836,-5.16573
barevném,barewnym,1838,-5.75094
basketbal,basketbal,1840,-5.6242
bezpečnost,bezpječnosć,1847,-5.55612
bezpečná,bezpječna,1853,-5.05891
bezpečný,bezpječny,1857,-5.68794
bhajanů,bohajano,1861,-5.65605
bhog,bhog,1862,-5.86169
biologičtí,biologišći,1869,-5.22236
bližší,bližši,1877,-5.52168
bláznivá,blazniwa,1886,-5.23629
bojujícími,bojujicimi,1915,-5.36071
bombovou,bombowoju,1921,-5.05189
bomby,bomby,1922,-5.32078
božstvu,božstwu,1928,-5.42642
buddhismu,budźdhismu,1945,-5.26412
budoucí,buduci,1951,-5.51785
bulletinu,bulećinu,1958,-5.85435
bulváry,bulawary,1959,-5.90621
bytostí,bytosći,1975,-5.61442
byznys,byznys,1978,-5.82277
bývají,bywaja,1986,-5.22228
bývalé,bywalej,1987,-5.41107
běloruské,běłoruskeje,1990,-5.79139
běžkařská,běžkariska,1992,-5.13545
běžnějších,běžněšich,2001,-5.18141
carro,carro,2010,-5.91288
cedulí,ceduli,2011,-5.21837
celkového,celkoweho,2014,-5.5297
cennosti,cennosći,2026,-5.30968
centrem,centrem,2029,-5.22861
centru,centru,2030,-5.21021
centrum,centrum,2031,-5.87004
cestovaly,cestowały,2041,-5.28784
cestovatelský,cestowaćelski,2046,-5.18678
cestovatelé,cestowatelej,2047,-5.34843
cestovní,cestowne,2048,-5.36904
cestovního,cestowneho,2049,-5.2251
charakteristikami,charakteristiskami,2060,-5.13411
chladněji,chladneji,2072,-5.20842
chrámové,chramowy,2089,-5.0192
chrámů,chramo,2090,-5.12383
chybí,chybi,2100,-5.94274
civilis,ciwilis,2112,-5.10335
cizí,cizi,2118,-5.67982
ctít,stić,2124,-5.4013
cukr,cukr,2125,-5.98548
cyklistika,cyklistiska,2132,-5.70112
cílem,celem,2137,-5.42777
cítí,citi,2146,-5.42263
dalekohledu,dalekohledu,2151,-5.3127
další,dalši,2153,-5.20187
definuje,dźefinuje,2180,-5.8389
denně,dźennje,2188,-5.16383
deprese,dźepresa,2190,-5.55708
deseti,dźeseći,2191,-5.62332
desátém,dźesatym,2196,-5.79838
determinismu,dźećerminismu,2201,-5.39629
dinosaurech,dźinosakurach,2215,-5.59716
dinosaurus,dźinosakurus,2216,-5.67543
diplomatická,dźiplomatiska,2221,-5.08795
disciplína,dźisciplina,2225,-5.06907
disciplínami,dźisciplinami,2226,-5.96086
diskuse,dźiskus,2227,-5.14752
diskuzi,dźiskuzi,2229,-5.29377
diuretika,diurjetiska,2232,-5.54367
dlouhé,dołho,2250,-5.63606
dobrovolníky,dobrowołniki,2265,-5.03612
dodržovala,dodržowala,2284,-5.01582
dodržovány,dodržowany,2285,-5.36565
dodržování,dodržowanje,2286,-5.68981
dokončení,dokončenje,2303,-5.68394
dokončila,dokončila,2304,-5.1504
dokument,dokumjent,2306,-5.53793
dokumenty,dokumjenty,2308,-5.90606
dokážou,dokažoju,2312,-5.11039
dolarů,dołaro,2314,-5.10218
domácnost,domacnosć,2330,-5.05892
domácnosti,domacnosći,2331,-5.68771
donuceni,donuceni,2338,-5.19369
doporučila,doporučila,2349,-5.4741
doporučuje,doporučuje,2350,-5.69142
doručení,doručenje,2363,-5.62364
dospělé,dospele,2372,-5.24868
dospělých,dospelich,2375,-5.15733
dostatečnou,dostatečnu,2385,-5.82062
dostatečně,dostatečnje,2386,-5.65265
dostavníkové,dostawnikowy,2389,-5.45219
dostupné,dostupne,2392,-5.13476
dosvědčit,doswědčić,2396,-5.4588
dotázaných,dotazanych,2403,-5.13846
doufá,dufa,2405,-5.33588
dozrávání,dozrawanje,2409,-5.86755
dozvíte,dozwěće,2410,-5.0468
dočasnému,dočasnjemu,2412,-5.04825
dočasně,dočasnje,2413,-5.13171
dravcem,drawcom,2420,-5.25526
druhém,druhem,2431,-5.32674
drátku,dratku,2439,-5.42676
drží,drži,2441,-5.19223
dvacátých,dwacatych,2449,-5.32631
dvorku,dworku,2457,-5.46658
dynamické,dynamiskeje,2463,-5.52656
dynamiku,dynamiku,2464,-5.268
dynastiemi,dynastijami,2466,-5.25903
dámské,damiskej,2473,-5.30205
déšť,dešć,2481,-5.14237
dítěte,dźićeće,2488,-5.00895
děsivé,dźěsiwe,2506,-5.996
dřevěná,drjewina,2511,-5.1499
dřevěných,drjewjenych,2512,-5.68508
důsledku,dósledku,2527,-5.65205
důsledky,dósledki,2528,-5.83532
důstojností,dóstojnosći,2531,-5.93451
důvodu,dowodu,2534,-5.42744
ekonomické,ekonomiskeje,2548,-5.96606
ekonomického,ekonomiskejeho,2549,-5.65509
ekoregionu,ekoregionu,2552,-5.36199
ekosystému,ekosystemu,2553,-5.29992
elektronu,jelektronu,2556,-5.25634
elektrárny,jelektrarny,2559,-5.22242
elementem,jelemjentem,2562,-5.18125
elementy,jelemjenty,2563,-5.35683
elementů,jelemjento,2564,-5.79745
endemickými,jendźemiskimi,2567,-5.97311
epicentra,jepicijantra,2572,-5.82963
epizodě,jepizodźe,2575,-5.66522
estetické,estetiskeje,2580,-5.57194
evoluci,jewoluci,2585,-5.24559
evolučně,jewolučnje,2586,-5.669
evropští,europišći,2588,-5.94131
faktorů,faktoro,2616,-5.46057
faraonovi,farajonowi,2622,-5.23552
fiction,fistion,2632,-5.9429
filmů,filmo,2639,-5.99053
firem,firem,2644,-5.15783
firma,firma,2646,-5.55701
firmou,firmoju,2647,-5.41762
fiskální,fiskalnje,2649,-5.58771
fondu,fondu,2653,-5.18237
formují,forjemuje,2658,-5.80036
formy,formy,2660,-5.13588
fotbale,fotbale,2675,-5.3981
fotkách,fotkach,2678,-5.63397
francouzské,francoskeje,2688,-5.2847
francouzských,francoskich,2689,-5.02618
fronty,fronty,2695,-5.06094
frustraci,frustraci,2696,-5.93627
fyziologii,fyziologiski,2710,-5.0826
fáze,faze,2713,-5.00324
galerií,galerina,2718,-5.08809
generace,genjerace,2723,-5.49041
genetické,genetiskeje,2726,-5.71209
genetického,genetiskejeho,2727,-5.40112
genetický,genetiski,2728,-5.30444
geograficky,geografiski,2731,-5.65223
geografické,geografiskeje,2732,-5.3005
geografickém,geografiskem,2733,-5.7347
geografii,geografiji,2734,-5.21959
gepardi,gepardźi,2736,-5.41409
herce,herca,2756,-5.15634
herci,herci,2757,-5.44614
hinduismu,hinduismu,2761,-5.11867
historicky,historiski,2762,-5.38577
historické,historiskeje,2763,-5.03404
historii,historini,2765,-5.01258
hluboce,hłuboca,2788,-5.34687
hluboké,hłubokeje,2789,-5.72845
hlubšího,hłubšeho,2791,-5.24845
hlášení,hlašenje,2795,-5.02818
hmotou,hmotoju,2799,-5.31292
hnutí,hnuti,2806,-5.85527
hnutím,hnutim,2807,-5.28048
hodnocením,hodnocenim,2816,-5.0696
hostitelem,hostitelem,2849,-5.083
hráčů,hračo,2880,-5.81537
hráčům,hračom,2881,-5.36794
hudební,hudźewni,2885,-5.67091
hudebního,hudźewniho,2886,-5.5602
humorně,humorne,2887,-5.56804
hurikány,hurikany,2889,-5.49483
imperialismu,imperialismu,2912,-5.70201
indickou,indiske,2915,-5.50722
indické,indiskeje,2916,-5.04647
indickém,indiskem,2917,-5.48066
internaci,internaci,2948,-5.78514
internetu,internetu,2951,-5.54114
invaze,inowaze,2955,-5.79767
invazi,inowazi,2956,-5.16575
invazními,inowaznimi,2957,-5.98577
ionty,ionty,2959,-5.02891
iontů,ionto,2960,-5.46954
izolace,izolace,2964,-5.63123
izolaci,izolaci,2965,-5.7413
jakkoliv,jakuliw,2975,-5.26662
jakékoli,jakokoli,2982,-5.18301
japonskými,japónskimi,2990,-5.36131
japonštině,japonšćinje,2991,-5.04385
jejichž,jichž,3056,-5.59586
jejíž,jejiž,3061,-5.32827
jeskyní,jeskina,3076,-5.2661
jeskyně,jeskinje,3077,-5.67166
jezdce,jezdca,3084,-5.43419
jezdci,jezdci,3085,-5.72399
jezerech,jezorach,3092,-5.29709
jižní,jižni,3119,-5.70369
jižním,jižnim,3121,-5.02592
jižně,jižne,3122,-5.90521
justice,justica,3135,-5.39218
jód,jodź,3149,-5.48957
jóga,joga,3150,-5.79521
kaktusovými,kaktusowymi,3159,-5.45141
kamarádku,kamaradku,3164,-5.96766
kampusech,kampusych,3169,-5.8106
kanadských,kanadskich,3170,-5.27333
kanály,kanały,3179,-5.16799
kapalné,kapalnje,3180,-5.53866
kapitoly,kapitoły,3181,-5.52701
karotenově,karoćenowje,3186,-5.22096
kaštanově,kastanowje,3196,-5.70294
každou,kóždoju,3199,-5.12608
kdekoli,kdźekoli,3208,-5.29625
klesají,klesaja,3225,-5.09556
klíčové,klučowy,3237,-5.71257
kmenů,kmjeno,3242,-5.9448
knížkou,knižku,3247,-5.96216
knížku,knižku,3248,-5.01525
kněží,kněži,3249,-5.97808
kohoutkovou,kohutkowoju,3255,-5.50502
kolegy,kolegy,3262,-5.51705
koloniální,kolonialnje,3274,-5.67034
koloniálnímu,kolonialemu,3275,-5.11375
kombinaci,kombinaci,3278,-5.03744
kombinované,kombinowanje,3279,-5.02312
komentář,komjentar,3281,-5.10714
kompletní,komplatnje,3287,-5.74082
koncentrace,koncentrace,3299,-5.6451
koncept,koncept,3301,-5.34537
koncerty,koncorty,3302,-5.18316
konkurentem,konkurjentem,3318,-5.21762
konkurenty,konkurjenty,3319,-5.39319
konkurenční,konkurjenčni,3320,-5.71837
konstantní,konstantnje,3324,-5.36882
kontaktní,kontaktarne,3326,-5.92517
kontemploval,kontemplowal,3330,-5.22299
kontrolní,kontrolnje,3336,-5.9794
kontrolních,kontrołnich,3337,-5.21861
kontrolou,kontrołoju,3339,-5.2122
konvenční,konwjenčni,3342,-5.8103
kooperaci,kooperaci,3352,-5.6944
kousků,kuska,3363,-5.35578
kočárem,kočarem,3375,-5.10776
kreditní,krjedźitarne,3386,-5.14762
kroupy,krupy,3399,-5.857
krádeže,kradźeže,3406,-5.22072
královně,kralowne,3415,-5.40763
králíků,kralika,3418,-5.76734
krátkou,kratku,3425,-5.59237
krátké,kratkeje,3426,-5.41318
květinou,kwěćinu,3462,-5.4777
kyselina,kyselina,3468,-5.07507
kyslík,kyslik,3471,-5.87774
lahvi,lahwi,3493,-5.57217
ledové,ledowy,3504,-5.6176
legalizuje,logalizuje,3509,-5.8106
lesů,leso,3516,-5.58274
letadlem,lětadłom,3519,-5.48417
letadlům,lětadłom,3521,-5.55244
letech,lećech,3522,-5.16017
letní,leće,3527,-5.72019
letového,letoweho,3530,-5.52621
lešení,lešenje,3535,-5.4124
leží,łži,3536,-5.15204
libře,librje,3540,-5.21211
lidské,lidiskej,3548,-5.49421
lidského,lidiskeho,3549,-5.18525
lidský,lidiski,3550,-5.19983
loučení,lučenje,3573,-5.25409
luštěninách,lušćininach,3584,-5.51317
lvům,lawom,3587,-5.57339
lyže,łyže,3595,-5.51766
lyžemi,łyžemi,3596,-5.78278
lyžích,łyžich,3600,-5.36225
lákají,lakaja,3603,-5.20479
láskou,lasku,3604,-5.70092
lázní,lazna,3608,-5.50159
léky,leki,3610,-5.84017
lékům,lokom,3612,-5.94312
létě,leće,3617,-5.25045
léčiva,lóčiwa,3622,-5.05178
lídrem,ludrem,3623,-5.3062
lískové,liskowy,3624,-5.21283
magnetického,magnetiskejeho,3627,-5.62318
managementu,managemjentu,3640,-5.50012
marihuanové,marihuanowy,3651,-5.84238
matematicky,matematiski,3662,-5.05013
materiály,materiali,3666,-5.2135
matoucí,matuci,3668,-5.84785
medicínsky,mjedźicinski,3674,-5.00416
mentálních,mjentalnich,3682,-5.23718
metafora,metafora,3685,-5.61304
mezinárodní,mjezinarodnje,3699,-5.04367
mezinárodními,mjezinarodnimi,3701,-5.04079
milující,milica,3715,-5.33611
mimořádné,mimoradny,3718,-5.87891
minulý,minuły,3731,-5.2592
mistrovství,mistrowosće,3735,-5.22243
mix,mix,3736,-5.79641
mladší,mjeladši,3740,-5.02063
mluveným,mluwjenym,3742,-5.21687
mluví,mluwa,3743,-5.87688
množství,množosće,3760,-5.13215
mobilní,mobilnje,3761,-5.49313
mobilním,mobiłnim,3763,-5.61876
mohutné,mohutny,3778,-5.29496
moldavské,mołdawiskej,3783,-5.83694
momentě,momjenjće,3786,-5.67009
mosasaury,mosasakury,3789,-5.65058
mramorové,mjeramorowy,3817,-5.07444
mračen,mjeračon,3822,-5.36199
mrtvé,mjerće,3824,-5.783
musejí,mjeje,3827,-5.50957
mužského,mužskejeho,3838,-5.02444
myslím,myslim,3845,-5.27997
myslíte,mysleće,3846,-5.55556
myšlenka,myšlenka,3849,-5.48479
médií,mjedźije,3857,-5.7792
mínění,minjenje,3861,-5.56575
míří,měrje,3885,-5.05022
měsících,měsicich,3909,-5.07062
nabídky,nabědki,3923,-5.83385
nacházelo,nachazelo,3933,-5.14634
nadhodnoty,nadhodnoty,3939,-5.22654
nahlášeno,nahlašeno,3947,-5.33216
nakonec,nakonc,3958,-5.09265
nalezené,nalezene,3964,-5.06334
naléhavou,nalehawoju,3966,-5.75336
nalézají,nalezaja,3967,-5.10252
namibijských,namibiskich,3968,-5.92041
naplněny,naplnjeny,3977,-5.18773
napsala,napsala,3984,-5.12415
napsán,napsan,3986,-5.36267
napsáno,napsano,3987,-5.55422
napětí,napjeće,3988,-5.5249
narušení,narjenje,3996,-5.62693
nasazený,nasazjeny,3999,-5.2236
navrhovány,nawrjehowany,4003,-5.18699
navrhování,nawrjehowanje,4004,-5.51114
navrženého,nawrženeho,4005,-5.22438
navzdory,nawzdory,4006,-5.60048
navzájem,nawzajem,4007,-5.23825
navštivte,nawišćiwjeće,4009,-5.60998
navštívit,nawišćiwit,4010,-5.66242
naznačil,naznačił,4015,-5.62474
naznačovalo,naznačowało,4016,-5.72736
nazval,nazwal,4020,-5.25344
nazývali,nazywali,4022,-5.16355
nazývaná,nazywana,4023,-5.08411
nazývaného,nazywanjeho,4025,-5.90709
nazývá,nazywa,4026,-5.22987
nazývána,nazywana,4028,-5.03838
nazývány,nazywany,4029,-5.72183
načež,načož,4030,-5.59324
nebezpečná,njebjezpječna,4041,-5.06694
nebezpečný,njebjezpječny,4042,-5.69597
nebyly,njebiły,4055,-5.31301
necelých,njacelich,4056,-5.67928
nedbalým,njedbalim,4059,-5.88273
nedovolují,njedowoluje,4071,-5.64157
negativní,nagatiwne,4080,-5.96164
negativními,nagatiwnimi,4081,-5.44814
nehledě,njehledźe,4083,-5.15035
nejde,nejdźe,4095,-5.00003
nejlepších,nejlěpšich,4106,-5.91058
nejprve,nejprwje,4118,-5.86671
nejsou,njesu,4119,-5.16099
nejspíše,njespiše,4121,-5.81049
nejvíc,najwěc,4125,-5.98798
nejvíce,najwica,4126,-5.39984
nekráčel,njekračel,4139,-5.8067
nelítostná,njelitostna,4143,-5.47763
nemocnici,njemocnici,4147,-5.0151
nepodařilo,njepodariło,4177,-5.50065
neporušená,njeporjena,4179,-5.50266
nepoznání,njepoznanje,4181,-5.77594
nepřesný,njepřesny,4185,-5.00387
nepřesným,njepřesnym,4186,-5.30076
nepřijde,njepřijdźe,4187,-5.27829
nepřátelským,njepřećelskim,4192,-5.34517
nepřátelům,njepřećelam,4193,-5.40577
nepřítelem,njepřitelem,4195,-5.06889
nepříznivého,njepřizniweho,4197,-5.66059
nepříznivým,njepřizniwym,4198,-5.11658
nespatřené,njespatrjene,4209,-5.26466
nestrhne,njestrhnje,4212,-5.52727
neurologické,njeurologiskeje,4215,-5.2627
neuspěli,njeuspeli,4216,-5.59566
neutrony,njeutrony,4218,-5.22518
nezávislost,njezawislosć,4251,-5.04339
nezávislosti,njezawislosći,4252,-5.67218
nezávislé,njezawislej,4254,-5.48775
nezávislých,njezawisłych,4255,-5.71508
nežije,njegije,4266,-5.25549
nižší,nižši,4281,-5.32101
nižšímu,nižšimu,4282,-5.18975
notebook,notebowok,4304,-5.55309
novinářům,nowinarom,4308,-5.79458
novozélandská,nowozelandiska,4311,-5.8416
nošení,nošenje,4321,-5.25648
nutné,nutny,4325,-5.14789
nutí,nuti,4327,-5.28394
náboženské,naboženskeje,4329,-5.39344
náboženských,naboženskich,4330,-5.13491
nádherná,nadhorna,4334,-5.47772
nádrže,nadrže,4339,-5.32729
náhradou,nahradu,4344,-5.69151
nákladů,nakłado,4349,-5.48385
námitkám,namitkam,4354,-5.5435
námořní,namorne,4356,-5.39147
námořníci,namornici,4357,-5.51048
námořního,namornjeho,4358,-5.09941
nápoje,napoje,4361,-5.06486
nárazu,narazu,4364,-5.11616
národů,naroda,4369,-5.61112
národům,narodom,4370,-5.41037
náročným,naročnym,4374,-5.607
nárůstu,naróstu,4375,-5.55454
násilných,našiłnych,4378,-5.85993
následkem,nasledka,4381,-5.59883
následky,nasledki,4382,-5.6742
nástupem,nastupem,4390,-5.32232
návratu,nawratu,4391,-5.17159
návrh,nawrh,4392,-5.8648
název,nazaw,4400,-5.71892
náznakem,naznakem,4401,-5.8583
názorů,nazoro,4404,-5.80458
názvem,nazwjem,4405,-5.69292
nějakou,nijaku,4414,-5.50862
nějaké,nijakeje,4416,-5.49937
někdo,njekto,4420,-5.74133
některé,njektery,4427,-5.95096
některých,njekterych,4429,-5.07562
některým,njekterym,4430,-5.25447
